Verwaltungskreis,Träger,Bildungsstufe,Schueler
Verwaltungskreis Obersimmental-Saanen,Öffentliche Schule,Primarstufe,9
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,36
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Primarstufe,57
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Primarstufe,1
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Primarstufe,47
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,7
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,78
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,58
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,180
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,121
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,11
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,126
Verwaltungskreis Thun,Öffentliche Schule,Primarstufe,58
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,54
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,49
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,24
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,62
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,3
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,50
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,70
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,2
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,59
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,154
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,17
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,36
Verwaltungskreis Thun,Öffentliche Schule,Primarstufe,93
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,43
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Primarstufe,35
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,28
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Primarstufe,27
Verwaltungskreis Thun,Öffentliche Schule,Primarstufe,24
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,15
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,18
Verwaltungskreis Thun,Öffentliche Schule,Primarstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,38
Verwaltungskreis Obersimmental-Saanen,Öffentliche Schule,Primarstufe,6
Verwaltungskreis Obersimmental-Saanen,Öffentliche Schule,Primarstufe,37
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,136
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,91
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,28
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,131
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,19
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,18
Verwaltungskreis Seeland,Öffentliche Schule,Primarstufe,76
Verwaltungskreis Obersimmental-Saanen,Öffentliche Schule,Primarstufe,7
Verwaltungskreis Obersimmental-Saanen,Öffentliche Schule,Primarstufe,139
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,85
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,15
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,27
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,105
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,16
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Primarstufe,53
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,54
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,77
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,13
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,9
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,83
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Primarstufe,28
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,124
Verwaltungskreis Thun,Öffentliche Schule,Primarstufe,32
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,115
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,18
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,106
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,1
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Primarstufe,17
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,32
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,64
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Primarstufe,18
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,42
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,45
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,10
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,40
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,239
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,88
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,81
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,209
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Primarstufe,74
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Primarstufe,6
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,18
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,231
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,134
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,14
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,272
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,28
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,34
Verwaltungskreis Seeland,Öffentliche Schule,Primarstufe,58
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,59
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,176
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,7
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,68
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,122
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,49
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,36
Verwaltungskreis Obersimmental-Saanen,Öffentliche Schule,Primarstufe,46
Verwaltungskreis Thun,Öffentliche Schule,Primarstufe,17
Verwaltungskreis Thun,Öffentliche Schule,Primarstufe,43
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,43
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,12
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Primarstufe,35
Verwaltungskreis Obersimmental-Saanen,Öffentliche Schule,Primarstufe,35
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,16
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,61
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Primarstufe,39
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,33
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,6
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,12
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,57
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,173
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,77
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,71
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Primarstufe,78
Verwaltungskreis Thun,Öffentliche Schule,Primarstufe,107
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,16
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,111
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,12
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,49
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,16
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,151
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Primarstufe,23
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,34
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,44
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,41
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,11
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,337
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Primarstufe,189
Verwaltungskreis Thun,Öffentliche Schule,Primarstufe,24
Verwaltungskreis Seeland,Öffentliche Schule,Primarstufe,54
Verwaltungskreis Thun,Öffentliche Schule,Primarstufe,41
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,89
Verwaltungskreis Obersimmental-Saanen,Öffentliche Schule,Primarstufe,43
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,17
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,152
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,26
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,49
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,23
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,39
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,117
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,9
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Primarstufe,42
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Primarstufe,41
Verwaltungskreis Seeland,Öffentliche Schule,Primarstufe,14
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Primarstufe,37
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Primarstufe,15
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,44
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Primarstufe,50
Verwaltungskreis Thun,Öffentliche Schule,Primarstufe,58
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Primarstufe,15
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,89
Verwaltungskreis Thun,Öffentliche Schule,Primarstufe,22
Arrondissement administratif Jura bernois,Öffentliche Schule,Primarstufe,3
Verwaltungskreis Thun,Öffentliche Schule,Primarstufe,85
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,10
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,153
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,115
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,217
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,84
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,47
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,3
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,136
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,58
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,90
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,121
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,74
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,8
Verwaltungskreis Seeland,Öffentliche Schule,Primarstufe,55
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,140
Verwaltungskreis Thun,Öffentliche Schule,Primarstufe,17
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,19
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,67
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,18
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,27
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,221
Verwaltungskreis Thun,Öffentliche Schule,Primarstufe,21
Verwaltungskreis Obersimmental-Saanen,Öffentliche Schule,Primarstufe,17
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,79
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,75
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Primarstufe,26
Verwaltungskreis Thun,Öffentliche Schule,Primarstufe,205
Verwaltungskreis Thun,Öffentliche Schule,Primarstufe,15
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,77
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,20
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,31
Verwaltungskreis Seeland,Öffentliche Schule,Primarstufe,20
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,37
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Primarstufe,27
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,17
Verwaltungskreis Seeland,Öffentliche Schule,Primarstufe,63
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,72
Verwaltungskreis Thun,Öffentliche Schule,Primarstufe,45
Verwaltungskreis Seeland,Öffentliche Schule,Primarstufe,36
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,56
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,112
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,200
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,150
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,10
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,103
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Primarstufe,15
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Primarstufe,151
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,168
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,12
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,136
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,165
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,314
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,117
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,359
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,35
Verwaltungskreis Thun,Öffentliche Schule,Primarstufe,6
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,146
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,147
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,5
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,56
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,88
Verwaltungskreis Emmental,Öffentliche Schule,Primarstufe,54
Verwaltungskreis Obersimmental-Saanen,Öffentliche Schule,Primarstufe,113
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,91
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,12
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,88
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,36
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,40
Verwaltungskreis Oberaargau,Öffentliche Schule,Primarstufe,59
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,283
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,34
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Primarstufe,201
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Vorschulstufe,11
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Vorschulstufe,48
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Vorschulstufe,12
Verwaltungskreis Thun,Subventionierte Schule,Vorschulstufe,20
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Vorschulstufe,43
Verwaltungskreis Biel/Bienne,Subventionierte Schule,Vorschulstufe,18
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Vorschulstufe,29
Verwaltungskreis Oberaargau,Subventionierte Schule,Vorschulstufe,21
Verwaltungskreis Emmental,Subventionierte Schule,Vorschulstufe,24
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Sekundarstufe I,70
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Sekundarstufe I,112
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Sekundarstufe I,13
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Sekundarstufe I,152
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Sekundarstufe I,56
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Sekundarstufe I,64
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Sekundarstufe I,89
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Sekundarstufe I,179
Verwaltungskreis Thun,Subventionierte Schule,Sekundarstufe I,69
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Sekundarstufe I,57
Verwaltungskreis Biel/Bienne,Subventionierte Schule,Sekundarstufe I,54
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Sekundarstufe I,79
Verwaltungskreis Oberaargau,Subventionierte Schule,Sekundarstufe I,48
Verwaltungskreis Emmental,Subventionierte Schule,Sekundarstufe I,22
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Primarstufe,93
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Primarstufe,66
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Primarstufe,42
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Primarstufe,90
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Primarstufe,78
Verwaltungskreis Thun,Subventionierte Schule,Primarstufe,68
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Primarstufe,137
Verwaltungskreis Biel/Bienne,Subventionierte Schule,Primarstufe,79
Verwaltungskreis Bern-Mittelland,Subventionierte Schule,Primarstufe,140
Verwaltungskreis Oberaargau,Subventionierte Schule,Primarstufe,81
Verwaltungskreis Emmental,Subventionierte Schule,Primarstufe,44
